algorithm,crypto_family,file_size,key_size,label_group,mode,original_file_id,original_type,path,sample_id,split,tool
Hybrid_AES_RSA,hybrid_encryption_like,1684,256,hybrid_AES_RSA_like,CBC+OAEP,0044-csv,csv,data/generated\hybrid_AES_RSA_like\000780.enc,000780,train,pycryptodome
none,not_encrypted,145408,0,not_encrypted,,0044-doc,doc,data/generated\not_encrypted\000781.enc,000781,test,pycryptodome
gzip,compressed_only,65506,0,compressed_only,,0044-doc,doc,data/generated\compressed_only\000782.enc,000782,test,pycryptodome
RC2,block_padded_mode_like,145428,128,RC2_like,CBC,0044-doc,doc,data/generated\RC2_like\000783.enc,000783,test,pycryptodome
Salsa20,stream_or_counter_mode_like,145428,256,ChaCha20_Salsa20_like,,0044-doc,doc,data/generated\ChaCha20_Salsa20_like\000784.enc,000784,test,pycryptodome
XOR,weak_obfuscation_like,145408,128,XOR_like,REPEATING_KEY,0044-doc,doc,data/generated\XOR_like\000785.enc,000785,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,145680,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0044-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000786.enc,000786,test,pycryptodome
none,not_encrypted,191325,0,not_encrypted,,0044-exe,exe,data/generated\not_encrypted\000787.enc,000787,test,pycryptodome
gzip,compressed_only,110376,0,compressed_only,,0044-exe,exe,data/generated\compressed_only\000788.enc,000788,test,pycryptodome
CAST5,block_padded_mode_like,191348,128,CAST5_like,CBC,0044-exe,exe,data/generated\CAST5_like\000789.enc,000789,test,pycryptodome
RC4,stream_or_counter_mode_like,191325,256,RC4_like,STREAM,0044-exe,exe,data/generated\RC4_like\000790.enc,000790,test,pycryptodome
XOR,weak_obfuscation_like,191325,128,XOR_like,REPEATING_KEY,0044-exe,exe,data/generated\XOR_like\000791.enc,000791,test,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,191601,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0044-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000792.enc,000792,test,pycryptodome
none,not_encrypted,365,0,not_encrypted,,0045-csv,csv,data/generated\not_encrypted\000793.enc,000793,train,pycryptodome
gzip,compressed_only,247,0,compressed_only,,0045-csv,csv,data/generated\compressed_only\000794.enc,000794,train,pycryptodome
AES,block_padded_mode_like,388,256,AES_like,CBC,0045-csv,csv,data/generated\AES_like\000795.enc,000795,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,381,256,ChaCha20_Salsa20_like,,0045-csv,csv,data/generated\ChaCha20_Salsa20_like\000796.enc,000796,train,pycryptodome
XOR,weak_obfuscation_like,365,128,XOR_like,REPEATING_KEY,0045-csv,csv,data/generated\XOR_like\000797.enc,000797,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,644,256,hybrid_AES_RSA_like,CBC+OAEP,0045-csv,csv,data/generated\hybrid_AES_RSA_like\000798.enc,000798,train,pycryptodome
none,not_encrypted,36352,0,not_encrypted,,0045-doc,doc,data/generated\not_encrypted\000799.enc,000799,train,pycryptodome
gzip,compressed_only,11672,0,compressed_only,,0045-doc,doc,data/generated\compressed_only\000800.enc,000800,train,pycryptodome
AES,block_padded_mode_like,36368,256,AES_like,ECB,0045-doc,doc,data/generated\AES_like\000801.enc,000801,train,pycryptodome
Salsa20,stream_or_counter_mode_like,36372,256,ChaCha20_Salsa20_like,,0045-doc,doc,data/generated\ChaCha20_Salsa20_like\000802.enc,000802,train,pycryptodome
XOR,weak_obfuscation_like,36352,128,XOR_like,REPEATING_KEY,0045-doc,doc,data/generated\XOR_like\000803.enc,000803,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,36624,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0045-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000804.enc,000804,train,pycryptodome
none,not_encrypted,106089,0,not_encrypted,,0045-exe,exe,data/generated\not_encrypted\000805.enc,000805,train,pycryptodome
gzip,compressed_only,104382,0,compressed_only,,0045-exe,exe,data/generated\compressed_only\000806.enc,000806,train,pycryptodome
AES,block_padded_mode_like,106101,256,AES_like,CTR,0045-exe,exe,data/generated\AES_like\000807.enc,000807,train,pycryptodome
RC4,stream_or_counter_mode_like,106089,256,RC4_like,STREAM,0045-exe,exe,data/generated\RC4_like\000808.enc,000808,train,pycryptodome
XOR,weak_obfuscation_like,106089,128,XOR_like,REPEATING_KEY,0045-exe,exe,data/generated\XOR_like\000809.enc,000809,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,106365,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0045-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000810.enc,000810,train,pycryptodome
none,not_encrypted,1696,0,not_encrypted,,0046-csv,csv,data/generated\not_encrypted\000811.enc,000811,test,pycryptodome
gzip,compressed_only,652,0,compressed_only,,0046-csv,csv,data/generated\compressed_only\000812.enc,000812,test,pycryptodome
AES,block_padded_mode_like,1724,256,AES_like,CFB,0046-csv,csv,data/generated\AES_like\000813.enc,000813,test,pycryptodome
ChaCha20,stream_or_counter_mode_like,1712,256,ChaCha20_Salsa20_like,,0046-csv,csv,data/generated\ChaCha20_Salsa20_like\000814.enc,000814,test,pycryptodome
XOR,weak_obfuscation_like,1696,128,XOR_like,REPEATING_KEY,0046-csv,csv,data/generated\XOR_like\000815.enc,000815,test,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,1988,256,hybrid_AES_RSA_like,CBC+OAEP,0046-csv,csv,data/generated\hybrid_AES_RSA_like\000816.enc,000816,test,pycryptodome
none,not_encrypted,35328,0,not_encrypted,,0046-doc,doc,data/generated\not_encrypted\000817.enc,000817,train,pycryptodome
gzip,compressed_only,8790,0,compressed_only,,0046-doc,doc,data/generated\compressed_only\000818.enc,000818,train,pycryptodome
AES,block_padded_mode_like,35348,256,AES_like,OFB,0046-doc,doc,data/generated\AES_like\000819.enc,000819,train,pycryptodome
Salsa20,stream_or_counter_mode_like,35348,256,ChaCha20_Salsa20_like,,0046-doc,doc,data/generated\ChaCha20_Salsa20_like\000820.enc,000820,train,pycryptodome
XOR,weak_obfuscation_like,35328,128,XOR_like,REPEATING_KEY,0046-doc,doc,data/generated\XOR_like\000821.enc,000821,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,35600,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0046-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000822.enc,000822,train,pycryptodome
none,not_encrypted,51614,0,not_encrypted,,0046-exe,exe,data/generated\not_encrypted\000823.enc,000823,train,pycryptodome
gzip,compressed_only,21859,0,compressed_only,,0046-exe,exe,data/generated\compressed_only\000824.enc,000824,train,pycryptodome
AES,block_padded_mode_like,51650,256,AES_like,GCM,0046-exe,exe,data/generated\AES_like\000825.enc,000825,train,pycryptodome
RC4,stream_or_counter_mode_like,51614,256,RC4_like,STREAM,0046-exe,exe,data/generated\RC4_like\000826.enc,000826,train,pycryptodome
XOR,weak_obfuscation_like,51614,128,XOR_like,REPEATING_KEY,0046-exe,exe,data/generated\XOR_like\000827.enc,000827,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,51890,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0046-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000828.enc,000828,train,pycryptodome
none,not_encrypted,3117,0,not_encrypted,,0047-csv,csv,data/generated\not_encrypted\000829.enc,000829,val,pycryptodome
gzip,compressed_only,1048,0,compressed_only,,0047-csv,csv,data/generated\compressed_only\000830.enc,000830,val,pycryptodome
3DES,block_padded_mode_like,3132,192,3DES_like,CBC,0047-csv,csv,data/generated\3DES_like\000831.enc,000831,val,pycryptodome
ChaCha20,stream_or_counter_mode_like,3133,256,ChaCha20_Salsa20_like,,0047-csv,csv,data/generated\ChaCha20_Salsa20_like\000832.enc,000832,val,pycryptodome
XOR,weak_obfuscation_like,3117,128,XOR_like,REPEATING_KEY,0047-csv,csv,data/generated\XOR_like\000833.enc,000833,val,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,3396,256,hybrid_AES_RSA_like,CBC+OAEP,0047-csv,csv,data/generated\hybrid_AES_RSA_like\000834.enc,000834,val,pycryptodome
none,not_encrypted,1441792,0,not_encrypted,,0047-doc,doc,data/generated\not_encrypted\000835.enc,000835,val,pycryptodome
gzip,compressed_only,1349877,0,compressed_only,,0047-doc,doc,data/generated\compressed_only\000836.enc,000836,val,pycryptodome
Blowfish,block_padded_mode_like,1441820,256,Blowfish_like,CBC,0047-doc,doc,data/generated\Blowfish_like\000837.enc,000837,val,pycryptodome
Salsa20,stream_or_counter_mode_like,1441812,256,ChaCha20_Salsa20_like,,0047-doc,doc,data/generated\ChaCha20_Salsa20_like\000838.enc,000838,val,pycryptodome
XOR,weak_obfuscation_like,1441792,128,XOR_like,REPEATING_KEY,0047-doc,doc,data/generated\XOR_like\000839.enc,000839,val,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,1442064,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0047-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000840.enc,000840,val,pycryptodome
none,not_encrypted,183208,0,not_encrypted,,0047-exe,exe,data/generated\not_encrypted\000841.enc,000841,val,pycryptodome
gzip,compressed_only,78093,0,compressed_only,,0047-exe,exe,data/generated\compressed_only\000842.enc,000842,val,pycryptodome
DES,block_padded_mode_like,183228,56,DES_like,CBC,0047-exe,exe,data/generated\DES_like\000843.enc,000843,val,pycryptodome
RC4,stream_or_counter_mode_like,183208,256,RC4_like,STREAM,0047-exe,exe,data/generated\RC4_like\000844.enc,000844,val,pycryptodome
XOR,weak_obfuscation_like,183208,128,XOR_like,REPEATING_KEY,0047-exe,exe,data/generated\XOR_like\000845.enc,000845,val,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,183484,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0047-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000846.enc,000846,val,pycryptodome
none,not_encrypted,39712,0,not_encrypted,,0048-csv,csv,data/generated\not_encrypted\000847.enc,000847,test,pycryptodome
gzip,compressed_only,6663,0,compressed_only,,0048-csv,csv,data/generated\compressed_only\000848.enc,000848,test,pycryptodome
RC2,block_padded_mode_like,39732,128,RC2_like,CBC,0048-csv,csv,data/generated\RC2_like\000849.enc,000849,test,pycryptodome
ChaCha20,stream_or_counter_mode_like,39728,256,ChaCha20_Salsa20_like,,0048-csv,csv,data/generated\ChaCha20_Salsa20_like\000850.enc,000850,test,pycryptodome
XOR,weak_obfuscation_like,39712,128,XOR_like,REPEATING_KEY,0048-csv,csv,data/generated\XOR_like\000851.enc,000851,test,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,40004,256,hybrid_AES_RSA_like,CBC+OAEP,0048-csv,csv,data/generated\hybrid_AES_RSA_like\000852.enc,000852,test,pycryptodome
none,not_encrypted,159744,0,not_encrypted,,0048-doc,doc,data/generated\not_encrypted\000853.enc,000853,test,pycryptodome
gzip,compressed_only,41807,0,compressed_only,,0048-doc,doc,data/generated\compressed_only\000854.enc,000854,test,pycryptodome
CAST5,block_padded_mode_like,159772,128,CAST5_like,CBC,0048-doc,doc,data/generated\CAST5_like\000855.enc,000855,test,pycryptodome
Salsa20,stream_or_counter_mode_like,159764,256,ChaCha20_Salsa20_like,,0048-doc,doc,data/generated\ChaCha20_Salsa20_like\000856.enc,000856,test,pycryptodome
XOR,weak_obfuscation_like,159744,128,XOR_like,REPEATING_KEY,0048-doc,doc,data/generated\XOR_like\000857.enc,000857,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,160016,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0048-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000858.enc,000858,test,pycryptodome
none,not_encrypted,64707,0,not_encrypted,,0048-exe,exe,data/generated\not_encrypted\000859.enc,000859,train,pycryptodome
gzip,compressed_only,61445,0,compressed_only,,0048-exe,exe,data/generated\compressed_only\000860.enc,000860,train,pycryptodome
AES,block_padded_mode_like,64740,256,AES_like,CBC,0048-exe,exe,data/generated\AES_like\000861.enc,000861,train,pycryptodome
RC4,stream_or_counter_mode_like,64707,256,RC4_like,STREAM,0048-exe,exe,data/generated\RC4_like\000862.enc,000862,train,pycryptodome
XOR,weak_obfuscation_like,64707,128,XOR_like,REPEATING_KEY,0048-exe,exe,data/generated\XOR_like\000863.enc,000863,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,64983,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0048-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000864.enc,000864,train,pycryptodome
none,not_encrypted,11533,0,not_encrypted,,0049-csv,csv,data/generated\not_encrypted\000865.enc,000865,train,pycryptodome
gzip,compressed_only,2655,0,compressed_only,,0049-csv,csv,data/generated\compressed_only\000866.enc,000866,train,pycryptodome
AES,block_padded_mode_like,11536,256,AES_like,ECB,0049-csv,csv,data/generated\AES_like\000867.enc,000867,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,11549,256,ChaCha20_Salsa20_like,,0049-csv,csv,data/generated\ChaCha20_Salsa20_like\000868.enc,000868,train,pycryptodome
XOR,weak_obfuscation_like,11533,128,XOR_like,REPEATING_KEY,0049-csv,csv,data/generated\XOR_like\000869.enc,000869,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,11812,256,hybrid_AES_RSA_like,CBC+OAEP,0049-csv,csv,data/generated\hybrid_AES_RSA_like\000870.enc,000870,train,pycryptodome
none,not_encrypted,79872,0,not_encrypted,,0049-doc,doc,data/generated\not_encrypted\000871.enc,000871,test,pycryptodome
gzip,compressed_only,18822,0,compressed_only,,0049-doc,doc,data/generated\compressed_only\000872.enc,000872,test,pycryptodome
AES,block_padded_mode_like,79884,256,AES_like,CTR,0049-doc,doc,data/generated\AES_like\000873.enc,000873,test,pycryptodome
Salsa20,stream_or_counter_mode_like,79892,256,ChaCha20_Salsa20_like,,0049-doc,doc,data/generated\ChaCha20_Salsa20_like\000874.enc,000874,test,pycryptodome
XOR,weak_obfuscation_like,79872,128,XOR_like,REPEATING_KEY,0049-doc,doc,data/generated\XOR_like\000875.enc,000875,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,80144,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0049-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000876.enc,000876,test,pycryptodome
none,not_encrypted,1537536,0,not_encrypted,,0049-exe,exe,data/generated\not_encrypted\000877.enc,000877,test,pycryptodome
gzip,compressed_only,707825,0,compressed_only,,0049-exe,exe,data/generated\compressed_only\000878.enc,000878,test,pycryptodome
AES,block_padded_mode_like,1537564,256,AES_like,CFB,0049-exe,exe,data/generated\AES_like\000879.enc,000879,test,pycryptodome
RC4,stream_or_counter_mode_like,1537536,256,RC4_like,STREAM,0049-exe,exe,data/generated\RC4_like\000880.enc,000880,test,pycryptodome
XOR,weak_obfuscation_like,1537536,128,XOR_like,REPEATING_KEY,0049-exe,exe,data/generated\XOR_like\000881.enc,000881,test,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,1537812,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0049-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000882.enc,000882,test,pycryptodome
none,not_encrypted,9545,0,not_encrypted,,0050-csv,csv,data/generated\not_encrypted\000883.enc,000883,train,pycryptodome
gzip,compressed_only,2456,0,compressed_only,,0050-csv,csv,data/generated\compressed_only\000884.enc,000884,train,pycryptodome
AES,block_padded_mode_like,9565,256,AES_like,OFB,0050-csv,csv,data/generated\AES_like\000885.enc,000885,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,9561,256,ChaCha20_Salsa20_like,,0050-csv,csv,data/generated\ChaCha20_Salsa20_like\000886.enc,000886,train,pycryptodome
XOR,weak_obfuscation_like,9545,128,XOR_like,REPEATING_KEY,0050-csv,csv,data/generated\XOR_like\000887.enc,000887,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,9828,256,hybrid_AES_RSA_like,CBC+OAEP,0050-csv,csv,data/generated\hybrid_AES_RSA_like\000888.enc,000888,train,pycryptodome
none,not_encrypted,158720,0,not_encrypted,,0050-doc,doc,data/generated\not_encrypted\000889.enc,000889,val,pycryptodome
gzip,compressed_only,42259,0,compressed_only,,0050-doc,doc,data/generated\compressed_only\000890.enc,000890,val,pycryptodome
AES,block_padded_mode_like,158756,256,AES_like,GCM,0050-doc,doc,data/generated\AES_like\000891.enc,000891,val,pycryptodome
Salsa20,stream_or_counter_mode_like,158740,256,ChaCha20_Salsa20_like,,0050-doc,doc,data/generated\ChaCha20_Salsa20_like\000892.enc,000892,val,pycryptodome
XOR,weak_obfuscation_like,158720,128,XOR_like,REPEATING_KEY,0050-doc,doc,data/generated\XOR_like\000893.enc,000893,val,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,158992,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0050-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000894.enc,000894,val,pycryptodome
none,not_encrypted,2112512,0,not_encrypted,,0050-exe,exe,data/generated\not_encrypted\000895.enc,000895,train,pycryptodome
gzip,compressed_only,955927,0,compressed_only,,0050-exe,exe,data/generated\compressed_only\000896.enc,000896,train,pycryptodome
3DES,block_padded_mode_like,2112532,192,3DES_like,CBC,0050-exe,exe,data/generated\3DES_like\000897.enc,000897,train,pycryptodome
RC4,stream_or_counter_mode_like,2112512,256,RC4_like,STREAM,0050-exe,exe,data/generated\RC4_like\000898.enc,000898,train,pycryptodome
XOR,weak_obfuscation_like,2112512,128,XOR_like,REPEATING_KEY,0050-exe,exe,data/generated\XOR_like\000899.enc,000899,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,2112788,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0050-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000900.enc,000900,train,pycryptodome
none,not_encrypted,132,0,not_encrypted,,0051-csv,csv,data/generated\not_encrypted\000901.enc,000901,val,pycryptodome
gzip,compressed_only,131,0,compressed_only,,0051-csv,csv,data/generated\compressed_only\000902.enc,000902,val,pycryptodome
Blowfish,block_padded_mode_like,156,256,Blowfish_like,CBC,0051-csv,csv,data/generated\Blowfish_like\000903.enc,000903,val,pycryptodome
ChaCha20,stream_or_counter_mode_like,148,256,ChaCha20_Salsa20_like,,0051-csv,csv,data/generated\ChaCha20_Salsa20_like\000904.enc,000904,val,pycryptodome
XOR,weak_obfuscation_like,132,128,XOR_like,REPEATING_KEY,0051-csv,csv,data/generated\XOR_like\000905.enc,000905,val,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,420,256,hybrid_AES_RSA_like,CBC+OAEP,0051-csv,csv,data/generated\hybrid_AES_RSA_like\000906.enc,000906,val,pycryptodome
none,not_encrypted,1560064,0,not_encrypted,,0051-doc,doc,data/generated\not_encrypted\000907.enc,000907,train,pycryptodome
gzip,compressed_only,514906,0,compressed_only,,0051-doc,doc,data/generated\compressed_only\000908.enc,000908,train,pycryptodome
DES,block_padded_mode_like,1560084,56,DES_like,CBC,0051-doc,doc,data/generated\DES_like\000909.enc,000909,train,pycryptodome
Salsa20,stream_or_counter_mode_like,1560084,256,ChaCha20_Salsa20_like,,0051-doc,doc,data/generated\ChaCha20_Salsa20_like\000910.enc,000910,train,pycryptodome
XOR,weak_obfuscation_like,1560064,128,XOR_like,REPEATING_KEY,0051-doc,doc,data/generated\XOR_like\000911.enc,000911,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,1560336,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0051-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000912.enc,000912,train,pycryptodome
none,not_encrypted,970240,0,not_encrypted,,0051-exe,exe,data/generated\not_encrypted\000913.enc,000913,train,pycryptodome
gzip,compressed_only,477341,0,compressed_only,,0051-exe,exe,data/generated\compressed_only\000914.enc,000914,train,pycryptodome
RC2,block_padded_mode_like,970260,128,RC2_like,CBC,0051-exe,exe,data/generated\RC2_like\000915.enc,000915,train,pycryptodome
RC4,stream_or_counter_mode_like,970240,256,RC4_like,STREAM,0051-exe,exe,data/generated\RC4_like\000916.enc,000916,train,pycryptodome
XOR,weak_obfuscation_like,970240,128,XOR_like,REPEATING_KEY,0051-exe,exe,data/generated\XOR_like\000917.enc,000917,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,970516,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0051-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000918.enc,000918,train,pycryptodome
none,not_encrypted,127,0,not_encrypted,,0052-csv,csv,data/generated\not_encrypted\000919.enc,000919,train,pycryptodome
gzip,compressed_only,130,0,compressed_only,,0052-csv,csv,data/generated\compressed_only\000920.enc,000920,train,pycryptodome
CAST5,block_padded_mode_like,148,128,CAST5_like,CBC,0052-csv,csv,data/generated\CAST5_like\000921.enc,000921,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,143,256,ChaCha20_Salsa20_like,,0052-csv,csv,data/generated\ChaCha20_Salsa20_like\000922.enc,000922,train,pycryptodome
XOR,weak_obfuscation_like,127,128,XOR_like,REPEATING_KEY,0052-csv,csv,data/generated\XOR_like\000923.enc,000923,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,404,256,hybrid_AES_RSA_like,CBC+OAEP,0052-csv,csv,data/generated\hybrid_AES_RSA_like\000924.enc,000924,train,pycryptodome
none,not_encrypted,61440,0,not_encrypted,,0052-doc,doc,data/generated\not_encrypted\000925.enc,000925,val,pycryptodome
gzip,compressed_only,33948,0,compressed_only,,0052-doc,doc,data/generated\compressed_only\000926.enc,000926,val,pycryptodome
AES,block_padded_mode_like,61476,256,AES_like,CBC,0052-doc,doc,data/generated\AES_like\000927.enc,000927,val,pycryptodome
Salsa20,stream_or_counter_mode_like,61460,256,ChaCha20_Salsa20_like,,0052-doc,doc,data/generated\ChaCha20_Salsa20_like\000928.enc,000928,val,pycryptodome
XOR,weak_obfuscation_like,61440,128,XOR_like,REPEATING_KEY,0052-doc,doc,data/generated\XOR_like\000929.enc,000929,val,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,61712,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0052-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000930.enc,000930,val,pycryptodome
none,not_encrypted,968704,0,not_encrypted,,0052-exe,exe,data/generated\not_encrypted\000931.enc,000931,train,pycryptodome
gzip,compressed_only,479889,0,compressed_only,,0052-exe,exe,data/generated\compressed_only\000932.enc,000932,train,pycryptodome
AES,block_padded_mode_like,968720,256,AES_like,ECB,0052-exe,exe,data/generated\AES_like\000933.enc,000933,train,pycryptodome
RC4,stream_or_counter_mode_like,968704,256,RC4_like,STREAM,0052-exe,exe,data/generated\RC4_like\000934.enc,000934,train,pycryptodome
XOR,weak_obfuscation_like,968704,128,XOR_like,REPEATING_KEY,0052-exe,exe,data/generated\XOR_like\000935.enc,000935,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,968980,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0052-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000936.enc,000936,train,pycryptodome
none,not_encrypted,1490,0,not_encrypted,,0053-csv,csv,data/generated\not_encrypted\000937.enc,000937,train,pycryptodome
gzip,compressed_only,683,0,compressed_only,,0053-csv,csv,data/generated\compressed_only\000938.enc,000938,train,pycryptodome
AES,block_padded_mode_like,1502,256,AES_like,CTR,0053-csv,csv,data/generated\AES_like\000939.enc,000939,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,1506,256,ChaCha20_Salsa20_like,,0053-csv,csv,data/generated\ChaCha20_Salsa20_like\000940.enc,000940,train,pycryptodome
XOR,weak_obfuscation_like,1490,128,XOR_like,REPEATING_KEY,0053-csv,csv,data/generated\XOR_like\000941.enc,000941,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,1780,256,hybrid_AES_RSA_like,CBC+OAEP,0053-csv,csv,data/generated\hybrid_AES_RSA_like\000942.enc,000942,train,pycryptodome
none,not_encrypted,123904,0,not_encrypted,,0053-doc,doc,data/generated\not_encrypted\000943.enc,000943,train,pycryptodome
gzip,compressed_only,48691,0,compressed_only,,0053-doc,doc,data/generated\compressed_only\000944.enc,000944,train,pycryptodome
AES,block_padded_mode_like,123932,256,AES_like,CFB,0053-doc,doc,data/generated\AES_like\000945.enc,000945,train,pycryptodome
Salsa20,stream_or_counter_mode_like,123924,256,ChaCha20_Salsa20_like,,0053-doc,doc,data/generated\ChaCha20_Salsa20_like\000946.enc,000946,train,pycryptodome
XOR,weak_obfuscation_like,123904,128,XOR_like,REPEATING_KEY,0053-doc,doc,data/generated\XOR_like\000947.enc,000947,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,124176,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0053-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000948.enc,000948,train,pycryptodome
none,not_encrypted,893440,0,not_encrypted,,0053-exe,exe,data/generated\not_encrypted\000949.enc,000949,train,pycryptodome
gzip,compressed_only,365627,0,compressed_only,,0053-exe,exe,data/generated\compressed_only\000950.enc,000950,train,pycryptodome
AES,block_padded_mode_like,893460,256,AES_like,OFB,0053-exe,exe,data/generated\AES_like\000951.enc,000951,train,pycryptodome
RC4,stream_or_counter_mode_like,893440,256,RC4_like,STREAM,0053-exe,exe,data/generated\RC4_like\000952.enc,000952,train,pycryptodome
XOR,weak_obfuscation_like,893440,128,XOR_like,REPEATING_KEY,0053-exe,exe,data/generated\XOR_like\000953.enc,000953,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,893716,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0053-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000954.enc,000954,train,pycryptodome
none,not_encrypted,1694,0,not_encrypted,,0054-csv,csv,data/generated\not_encrypted\000955.enc,000955,train,pycryptodome
gzip,compressed_only,745,0,compressed_only,,0054-csv,csv,data/generated\compressed_only\000956.enc,000956,train,pycryptodome
AES,block_padded_mode_like,1730,256,AES_like,GCM,0054-csv,csv,data/generated\AES_like\000957.enc,000957,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,1710,256,ChaCha20_Salsa20_like,,0054-csv,csv,data/generated\ChaCha20_Salsa20_like\000958.enc,000958,train,pycryptodome
XOR,weak_obfuscation_like,1694,128,XOR_like,REPEATING_KEY,0054-csv,csv,data/generated\XOR_like\000959.enc,000959,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,1972,256,hybrid_AES_RSA_like,CBC+OAEP,0054-csv,csv,data/generated\hybrid_AES_RSA_like\000960.enc,000960,train,pycryptodome
none,not_encrypted,402432,0,not_encrypted,,0054-doc,doc,data/generated\not_encrypted\000961.enc,000961,train,pycryptodome
gzip,compressed_only,213145,0,compressed_only,,0054-doc,doc,data/generated\compressed_only\000962.enc,000962,train,pycryptodome
3DES,block_padded_mode_like,402452,192,3DES_like,CBC,0054-doc,doc,data/generated\3DES_like\000963.enc,000963,train,pycryptodome
Salsa20,stream_or_counter_mode_like,402452,256,ChaCha20_Salsa20_like,,0054-doc,doc,data/generated\ChaCha20_Salsa20_like\000964.enc,000964,train,pycryptodome
XOR,weak_obfuscation_like,402432,128,XOR_like,REPEATING_KEY,0054-doc,doc,data/generated\XOR_like\000965.enc,000965,train,pycryptodome
